DATA,HORA,VEÍCULO,LINHA,ORIGEM,DEFEITO,GRUPO,PERDAS,O.S,STATUS O.S,RESPONSÁVEL,REINC,Data Reincidência,Difenreça dos dias,O.S REINC
8/27/2024,6:37:06,2422,2450,5,TEMPERATURA,MOTOR,0,578975,ABERTA,S.O.S SLM - MANHÃ,Sim,8/26/2024,1,
8/27/2024,6:45:38,2404,2480,1,ARTICULAÇÃO,MECÂNICA,1,578976,ABERTA,CORRETIVA SLM - DIA,Não,Nenhuma,0,
8/27/2024,6:46:21,2365,2040,2,MOTOR,MOTOR,0,578978,FECHADA,S.O.S VZA - MANHÃ,Não,Nenhuma,0,
8/27/2024,6:55:09,2345,2490,1,DESTINO,ELÉTRICA,1,578787,FECHADA,CORRETIVA SLM - DIA,Não,Nenhuma,0,
8/27/2024,7:05:25,2354,2490,2,AVARIA,LANTERNAGEM,1,578999,ABERTA,CORRETIVA SLM - DIA,Não,Nenhuma,0,
8/27/2024,7:13:15,2307,2437,2,BORRACHARIA,MECÂNICA,2,578967,FECHADA,CORRETIVA VZA - DIA,Não,Nenhuma,0,
8/27/2024,7:25:10,2043,2402,1,POTENCIA,ELÉTRICA,0,578980,FECHADA,CORRETIVA SLM - DIA,Sim,8/26/2024,1,
8/27/2024,8:06:42,2037,2420,5,BORRACHARIA,MECÂNICA,1,578981,ABERTA,S.O.S SLM - MANHÃ,Não,Nenhuma,0,
8/27/2024,8:17:02,2925,2467,1,POTENCIA,ELÉTRICA,0,579007,FECHADA,CORRETIVA SLM - DIA,Sim,8/8/2024,19,
8/27/2024,8:21:36,2357,2040,1,BORRACHARIA,MECÂNICA,0,578991,ABERTA,CORRETIVA VZA - DIA,Não,Nenhuma,0,
8/27/2024,8:38:40,2498,2480,2,ARTICULAÇÃO,MECÂNICA,0,578995,FECHADA,CORRETIVA SLM - DIA,Sim,8/26/2024,1,
8/27/2024,9:22:05,2405,2450,2,CAMBIO,MECÂNICA,0,578996,FECHADA,CORRETIVA SLM - DIA,Sim,8/23/2024,4,
8/27/2024,9:25:05,2972,2467,1,POTENCIA,ELÉTRICA,0,578997,FECHADA,CORRETIVA SLM - DIA,Não,Nenhuma,0,
8/27/2024,10:47:31,2937,2920,1,AR CONDICIONADO,AR CONDICIONADO,0,578743,ABERTA,CORRETIVA VZA - DIA,Sim,8/23/2024,4,
8/27/2024,10:48:12,2448,2480,1,AR CONDICIONADO,AR CONDICIONADO,0,579017,FECHADA,CORRETIVA SLM - DIA,Sim,8/26/2024,1,
8/27/2024,11:10:48,2403,2480,2,SUSPENSÃO,MECÂNICA,0,579019,ABERTA,CORRETIVA SLM - DIA,Sim,8/16/2024,11,
8/27/2024,11:27:58,2934,2444,5,PARTIDA,ELÉTRICA,0,579015,FECHADA,S.O.S VZA - MANHÃ,Não,Nenhuma,0,
8/27/2024,12:07:42,2037,2420,1,BORRACHARIA,MECÂNICA,0,579045,FECHADA,CORRETIVA SLM - DIA,Não,Nenhuma,0,
8/27/2024,12:26:05,2443,2480,1,FREIO,MECÂNICA,0,579046,FECHADA,CORRETIVA SLM - DIA,Não,Nenhuma,0,
8/27/2024,12:57:24,2422,2480,1,TEMPERATURA,MOTOR,0,579048,FECHADA,CORRETIVA SLM - DIA,Sim,8/26/2024,1,
8/27/2024,13:01:49,2439,2480,1,TEMPERATURA,MOTOR,0,579049,ABERTA,CORRETIVA SLM - DIA,Sim,8/23/2024,4,
8/27/2024,13:38:29,2739,2060,1,BORRACHARIA,MECÂNICA,0,579051,FECHADA,CORRETIVA VZA - DIA,Sim,8/16/2024,11,
8/27/2024,14:19:56,2502,2480,5,PARTIDA,ELÉTRICA,0,570693,ABERTA,S.O.S SLM - TARDE,Sim,8/24/2024,3,
8/27/2024,14:29:09,2438,2480,1,TEMPERATURA,MOTOR,0,579069,FECHADA,CORRETIVA SLM - DIA,Sim,8/23/2024,4,
8/27/2024,14:33:30,2969,2464,2,POTENCIA,ELÉTRICA,0,579081,FECHADA,CORRETIVA VZA - DIA,Não,Nenhuma,0,
8/27/2024,14:49:52,2429,2480,1,AR CONDICIONADO,AR CONDICIONADO,1,579116,FECHADA,CORRETIVA SLM - DIA,Sim,7/1/2024,57,
8/27/2024,15:27:36,2406,2043,2,DESTINO,ELÉTRICA,0,579125,FECHADA,CORRETIVA VZA - DIA,Não,Nenhuma,0,
8/27/2024,15:56:39,2901,2467,5,PORTA,LANTERNAGEM,0,579127,ABERTA,S.O.S SLM - TARDE,Não,Nenhuma,0,
8/27/2024,16:38:09,2309,2437,1,AR CONDICIONADO,AR CONDICIONADO,0,579147,FECHADA,CORRETIVA VZA - NOITE,Sim,8/11/2024,16,
8/27/2024,17:33:56,2812,2487,5,PERIFÉRICOS ELÉTRICOS,ELÉTRICA,1,579153,ABERTA,S.O.S SLM - TARDE,Sim,8/20/2024,7,
8/27/2024,17:49:00,2047,2060,2,PRODATA,PRODATA,0,579154,ABERTA,CORRETIVA VZA - NOITE,Sim,8/23/2024,4,
8/27/2024,18:23:28,2821,2446,5,PERIFÉRICOS ELÉTRICOS,ELÉTRICA,0,579157,FECHADA,S.O.S VZA - TARDE,Sim,8/16/2024,11,
8/27/2024,18:27:13,2901,2467,5,CAMBIO,MECÂNICA,0,579156,FECHADA,S.O.S SLM - TARDE,Sim,8/23/2024,4,
8/27/2024,19:06:31,2490,2450,2,PORTA,LANTERNAGEM,0,579161,FECHADA,S.O.S SLM - TARDE,Sim,8/9/2024,18,
8/27/2024,19:29:33,2429,2480,5,PORTA,LANTERNAGEM,0,579174,ABERTA,S.O.S SLM - TARDE,Não,Nenhuma,0,
8/27/2024,19:31:20,2498,2480,1,SUSPENSÃO,MECÂNICA,0,579175,FECHADA,CORRETIVA SLM - NOITE,Não,Nenhuma,0,
8/28/2024,5:20:51,2403,2480,5,ACELERAÇÃO,MECÂNICA,1,579274,FECHADA,S.O.S SLM - MANHÃ,Sim,8/15/2024,13,
8/28/2024,5:35:47,2907,2416,2,SUSPENSÃO,MECÂNICA,2,579275,FECHADA,CORRETIVA VZA - DIA,Não,Nenhuma,0,
8/28/2024,5:35:50,2417,2450,5,PORTA,LANTERNAGEM,0,579276,ABERTA,CORRETIVA SLM - DIA,Sim,8/23/2024,5,
8/28/2024,5:51:26,2718,2491,1,POTENCIA,ELÉTRICA,0,579279,FECHADA,CORRETIVA SLM - DIA,Não,Nenhuma,0,
8/28/2024,5:56:19,2345,2490,1,DESTINO,ELÉTRICA,0,579278,FECHADA,CORRETIVA SLM - DIA,Sim,8/27/2024,1,
8/28/2024,6:18:05,2932,2920,1,AR CONDICIONADO,AR CONDICIONADO,1,579280,FECHADA,CORRETIVA VZA - DIA,Sim,8/16/2024,12,
8/28/2024,6:24:22,2445,2480,5,PERIFÉRICOS ELÉTRICOS,ELÉTRICA,1,579282,FECHADA,S.O.S SLM - MANHÃ,Não,Nenhuma,0,
8/28/2024,6:27:32,2946,2920,2,CORREIA DO COMPRESSOR,AR CONDICIONADO,0,579284,FECHADA,CORRETIVA VZA - DIA,Não,Nenhuma,0,
8/28/2024,6:37:50,2448,2480,5,CAMBIO,MECÂNICA,1,579285,ABERTA,S.O.S SLM - MANHÃ,Não,Nenhuma,0,
8/28/2024,6:45:32,2427,2480,5,FREIO,MECÂNICA,0,579286,FECHADA,S.O.S SLM - MANHÃ,Sim,8/26/2024,2,
8/28/2024,7:03:36,2041,2402,2,PRODATA,PRODATA,0,579287,FECHADA,CORRETIVA SLM - DIA,Sim,8/21/2024,7,
8/28/2024,7:13:22,2484,2480,5,PNEUMÁTICA,MECÂNICA,0,579289,FECHADA,S.O.S SLM - MANHÃ,Não,Nenhuma,0,
8/28/2024,7:22:32,2420,2450,5,CAMBIO,MECÂNICA,0,579298,ABERTA,S.O.S SLM - MANHÃ,Não,Nenhuma,0,
8/28/2024,7:43:32,2404,2480,2,SUSPENSÃO,MECÂNICA,0,579299,FECHADA,CORRETIVA SLM - DIA,Não,Nenhuma,0,
8/28/2024,7:47:24,2804,2467,5,PORTA,LANTERNAGEM,0,579311,FECHADA,S.O.S SLM - MANHÃ,Não,Nenhuma,0,
8/28/2024,7:57:58,2488,2480,2,AVARIA,LANTERNAGEM,2,579312,ABERTA,CORRETIVA VZA - DIA,Sim,7/1/2024,58,
8/28/2024,9:22:09,2342,2463,1,PORTA,LANTERNAGEM,0,579319,ABERTA,CORRETIVA SLM - DIA,Sim,8/19/2024,9,
8/28/2024,9:50:05,2456,2450,5,PARTIDA,ELÉTRICA,0,579327,FECHADA,S.O.S SLM - MANHÃ,Não,Nenhuma,0,
8/28/2024,9:53:10,2491,2480,5,PORTA,LANTERNAGEM,0,579328,FECHADA,S.O.S SLM - MANHÃ,Sim,8/26/2024,2,
8/28/2024,9:54:41,2404,2480,2,SUSPENSÃO,MECÂNICA,0,579329,ABERTA,CORRETIVA SLM - DIA,Não,Nenhuma,0,
8/28/2024,10:07:01,2821,2446,5,PARTIDA,ELÉTRICA,0,579330,FECHADA, S.O.S VZA - MANHÃ,Sim,8/26/2024,2,
8/28/2024,10:11:27,2451,2480,1,LANTERNAGEM,LANTERNAGEM,0,579332,ABERTA,CORRETIVA SLM - DIA,Não,Nenhuma,0,
8/28/2024,10:44:10,2960,2459,2,PERIFÉRICOS ELÉTRICOS,ELÉTRICA,1,579348,ABERTA,CORRETIVA VZA - DIA,Não,Nenhuma,0,
8/28/2024,10:47:28,2012,2478,1,BORRACHARIA,MECÂNICA,0,579354,FECHADA,CORRETIVA SLM - DIA,Sim,8/11/2024,17,
8/28/2024,11:10:20,2438,2480,1,TEMPERATURA,MOTOR,0,579356,ABERTA,CORRETIVA SLM - DIA,Sim,8/27/2024,1,
8/28/2024,11:12:26,2825,2446,5,VAZ. DE ÁGUA,MOTOR,0,579364,ABERTA,S.O.S VZA - MANHÃ,Não,Nenhuma,0,
8/28/2024,11:17:30,2932,2920,1,TEMPERATURA,MOTOR,1,579358,FECHADA,CORRETIVA VZA - DIA,Não,Nenhuma,0,
8/28/2024,11:28:46,2426,2480,5,SUSPENSÃO,MECÂNICA,0,579359,FECHADA,S.O.S SLM - MANHÃ,Sim,8/8/2024,20,
8/28/2024,11:29:25,2948,2930,1,POTENCIA,ELÉTRICA,1,579360,FECHADA,CORRETIVA VZA - DIA,Sim,8/16/2024,12,
8/28/2024,12:21:43,2477,2450,2,AVARIA,LANTERNAGEM,0,579361,ABERTA,CORRETIVA VZA - DIA,Não,Nenhuma,0,
8/28/2024,13:07:29,2002,2491,1,CAMBIO,MECÂNICA,0,579362,ABERTA,CORRETIVA SLM - DIA,Não,Nenhuma,0,
8/28/2024,13:37:13,2809,2492,1,FREIO,MECÂNICA,1,579366,ABERTA,CORRETIVA SLM - DIA,Não,Nenhuma,0,
8/28/2024,15:23:56,2801,2463,1,TEMPERATURA,MOTOR,0,579379,FECHADA,CORRETIVA SLM - DIA,Não,Nenhuma,0,
8/28/2024,15:38:30,2331,2437,1,BORRACHARIA,MECÂNICA,0,579377,FECHADA,CORRETIVA VZA - DIA,Não,Nenhuma,0,
8/28/2024,15:47:41,2422,2480,1,TEMPERATURA,MOTOR,1,579075,ABERTA,CORRETIVA SLM - DIA,Sim,8/27/2024,1,
8/28/2024,15:56:10,2044,2402,2,PERIFÉRICOS ELÉTRICOS,ELÉTRICA,1,579389,FECHADA,CORRETIVA SLM - DIA,Sim,8/22/2024,6,
8/28/2024,18:15:11,2428,2480,2,BORRACHARIA,MECÂNICA,1,579475,FECHADA,CORRETIVA SLM -NOITE,Não,Nenhuma,0,
8/29/2024,4:12:55,2038,2463,2,SUSPENSÃO,MECÂNICA,0,579580,,,Sim,8/15/2024,14,
8/29/2024,5:24:40,2812,2466,5,PNEUMÁTICA,MECÂNICA,0,579581,,,Sim,8/23/2024,6,
8/29/2024,5:44:32,2403,2480,2,ARTICULAÇÃO,MECÂNICA,0,579582,,,Sim,8/23/2024,6,
8/29/2024,5:54:25,2023,2416,5,PERIFÉRICOS ELÉTRICOS,ELÉTRICA,0,579583,,,Não,Nenhuma,0,
8/29/2024,6:20:37,2438,2480,1,TEMPERATURA,MOTOR,1,579603,,,Sim,8/28/2024,1,
8/29/2024,6:31:42,2426,2450,1,PANE ELÉTRICA,ELÉTRICA,0,579586,,,Não,Nenhuma,0,
8/29/2024,6:34:04,2460,2920,5,PERIFÉRICOS ELÉTRICOS,ELÉTRICA,0,579605,,,Não,Nenhuma,0,
8/29/2024,6:34:56,2475,2920,5,PERIFÉRICOS ELÉTRICOS,ELÉTRICA,0,579607,,,Sim,7/1/2024,59,
8/29/2024,6:43:56,2940,2930,2,PRODATA,PRODATA,0,579597,,,Sim,8/19/2024,10,
8/29/2024,7:00:03,2481,2480,2,PORTA,LANTERNAGEM,1,579643,,,Sim,8/2/2024,27,
8/29/2024,7:13:18,2917,2445,2,BORRACHARIA,MECÂNICA,2,579596,,,Não,Nenhuma,0,
8/29/2024,7:20:52,2492,2480,1,MOTOR,MOTOR,1,579644,,,Sim,8/7/2024,22,
8/29/2024,7:24:36,2405,2450,1,CAMBIO,MECÂNICA,0,579610,,,Sim,8/27/2024,2,
8/29/2024,7:25:43,2907,2459,5,PNEUMÁTICA,MECÂNICA,1,579646,,,Não,Nenhuma,0,
8/29/2024,7:38:57,2457,2450,1,PERIFÉRICOS ELÉTRICOS,ELÉTRICA,0,579611,,,Não,Nenhuma,0,
8/29/2024,7:58:14,2950,2920,1,CAMBIO,MECÂNICA,0,579638,,,Não,Nenhuma,0,
8/29/2024,8:07:47,2805,2473,5,FREIO,MECÂNICA,0,579639,,,Não,Nenhuma,0,
8/29/2024,8:15:46,2422,2450,1,TEMPERATURA,MOTOR,1,579645,,,Sim,8/28/2024,1,
8/29/2024,8:17:02,2420,2450,1,AR CONDICIONADO,AR CONDICIONADO,0,579641,,,Sim,8/20/2024,9,
8/29/2024,8:22:53,2429,2480,1,TEMPERATURA,MOTOR,0,579647,,,Não,Nenhuma,0,
8/29/2024,8:36:58,2045,2475,2,PARTIDA,ELÉTRICA,1,579648,,,Sim,8/9/2024,20,
8/29/2024,10:29:43,2494,2480,1,TEMPERATURA,MOTOR,0,579651,,,Sim,8/16/2024,13,
8/29/2024,10:32:09,2428,2450,1,BORRACHARIA,MECÂNICA,1,579653,,,Sim,8/28/2024,1,
8/29/2024,10:33:05,2940,2930,2,AVARIA,LANTERNAGEM,1,579654,,,Não,Nenhuma,0,
8/29/2024,10:37:45,2338,2490,1,FREIO,MECÂNICA,0,579655,,,Sim,7/1/2024,59,
8/29/2024,10:47:17,2434,2480,5,TEMPERATURA,MOTOR,0,579656,,,Sim,8/2/2024,27,
8/29/2024,11:11:58,2481,2480,1,PORTA,LANTERNAGEM,0,579670,,,Sim,8/2/2024,27,
8/29/2024,11:27:56,2456,2450,5,TEMPERATURA,MOTOR,0,579675,,,Sim,8/23/2024,6,
8/29/2024,11:30:25,2041,2402,5,PERIFÉRICOS ELÉTRICOS,ELÉTRICA,0,579676,,,Não,Nenhuma,0,
8/29/2024,11:57:28,2477,2450,5,TEMPERATURA,MOTOR,0,579677,,,Sim,8/22/2024,7,
8/29/2024,12:09:08,2484,2480,2,AVARIA,LANTERNAGEM,0,579678,,,Não,Nenhuma,0,
8/29/2024,13:07:05,2488,2480,2,TEMPERATURA,MOTOR,0,579689,,,Sim,8/26/2024,3,
8/29/2024,13:07:34,2496,2450,5,POTENCIA,ELÉTRICA,1,579690,,,Não,Nenhuma,0,
8/29/2024,13:16:32,2403,2450,5,ARTICULAÇÃO,MECÂNICA,1,579691,,,Sim,8/23/2024,6,
8/29/2024,13:23:53,2004,2493,2,LANTERNAGEM,LANTERNAGEM,0,579693,,,Não,Nenhuma,0,
8/29/2024,13:24:56,2946,2920,2,BORRACHARIA,MECÂNICA,0,579687,,,Não,Nenhuma,0,
8/29/2024,13:30:27,2902,2429,1,CAMBIO,MECÂNICA,0,579685,,,Não,Nenhuma,0,
8/29/2024,13:34:58,2905,2421,1,PANE ELÉTRICA,ELÉTRICA,0,579684,,,Não,Nenhuma,0,
8/29/2024,14:15:54,2479,2450,1,PARTIDA,ELÉTRICA,2,579696,,,Sim,8/23/2024,6,
8/29/2024,14:29:26,2812,2410,1,PORTA,LANTERNAGEM,1,579698,,,Não,Nenhuma,0,
8/29/2024,14:32:54,2502,2480,1,ACELERAÇÃO,MECÂNICA,1,579699,,,Não,Nenhuma,0,
8/29/2024,14:54:06,2434,2480,1,TEMPERATURA,MOTOR,1,579704,,,Sim,8/2/2024,27,
8/29/2024,15:15:48,2025,2402,1,BORRACHARIA,MECÂNICA,0,579706,,,Não,Nenhuma,0,
8/29/2024,15:31:29,2503,2450,5,PORTA,LANTERNAGEM,1,579712,,,Sim,8/9/2024,20,
8/29/2024,15:39:52,2405,2450,1,ARTICULAÇÃO,MECÂNICA,0,579713,,,Sim,8/26/2024,3,
8/29/2024,16:24:20,2490,2480,1,FREIO,MECÂNICA,0,579815,,,Não,Nenhuma,0,
8/29/2024,16:26:34,2948,2930,1,AR CONDICIONADO,AR CONDICIONADO,0,579817,,,Sim,8/6/2024,23,
8/29/2024,16:28:16,2931,2920,1,POTENCIA,ELÉTRICA,0,579818,,,Não,Nenhuma,0,
8/29/2024,16:33:33,2491,2450,5,FREIO,MECÂNICA,0,579819,,,Não,Nenhuma,0,
8/29/2024,17:37:42,2448,2480,5,TEMPERATURA,MOTOR,1,579820,,,Sim,8/26/2024,3,
8/29/2024,17:50:46,2925,2467,2,PRODATA,PRODATA,0,579821,,,Sim,7/1/2024,59,
8/29/2024,17:54:15,2801,2419,5,MOTOR,MOTOR,0,579823,,,Sim,8/25/2024,4,
8/29/2024,17:57:54,2922,2491,1,CAMBIO,MECÂNICA,1,579825,,,Não,Nenhuma,0,
8/29/2024,18:03:26,2454,2450,5,PORTA,LANTERNAGEM,0,579826,,,Não,Nenhuma,0,
8/29/2024,18:10:53,2945,2920,2,AR CONDICIONADO,AR CONDICIONADO,0,579827,,,Sim,8/22/2024,7,
8/29/2024,18:33:15,2372,2503,2,POTENCIA,ELÉTRICA,0,579831,,,Sim,8/15/2024,14,
8/29/2024,18:42:10,2710,2431,5,PARTIDA,ELÉTRICA,0,579841,,,Não,Nenhuma,0,
8/29/2024,19:14:01,2969,2488,1,ACELERAÇÃO,MECÂNICA,0,579844,,,Não,Nenhuma,0,
8/29/2024,20:18:07,2488,2450,2,LANTERNAGEM,LANTERNAGEM,0,579865,,,Sim,8/9/2024,20,
8/29/2024,20:44:34,2405,2450,1,ARTICULAÇÃO,MECÂNICA,0,579870,,,Sim,8/26/2024,3,
8/30/2024,5:23:44,2040,2491,2,PRODATA,PRODATA,1,579918,,,Não,Nenhuma,0,
8/30/2024,5:36:49,2031,2464,1,PARTIDA,ELÉTRICA,1,579919,,,Não,Nenhuma,0,
8/30/2024,5:50:45,2904,2429,1,CAMBIO,MECÂNICA,0,579920,,,Não,Nenhuma,0,
8/30/2024,6:09:21,2482,2450,5,PORTA,LANTERNAGEM,1,579922,,,Não,Nenhuma,0,
8/30/2024,6:20:28,2814,2488,1,PNEUMÁTICA,MECÂNICA,3,579928,,,Não,Nenhuma,0,
8/30/2024,6:27:24,2486,2450,5,FREIO,MECÂNICA,0,579934,,,Não,Nenhuma,0,
8/30/2024,6:30:28,2503,2450,1,AR CONDICIONADO,AR CONDICIONADO,0,579935,,,Não,Nenhuma,0,
8/30/2024,6:36:12,2824,2492,2,PRODATA,PRODATA,0,579931,,,Não,Nenhuma,0,
8/30/2024,6:39:49,2340,2490,2,PRODATA,PRODATA,1,579946,,,Não,Nenhuma,0,
8/30/2024,7:30:00,2803,2423,2,GRCT,#N/A,0,579948,,,Não,Nenhuma,0,
8/30/2024,8:31:36,2403,2480,1,ARTICULAÇÃO,MECÂNICA,0,579949,,,Sim,8/29/2024,1,
8/30/2024,8:37:40,2491,2450,1,FREIO,MECÂNICA,0,579951,,,Sim,8/29/2024,1,
8/30/2024,8:44:31,2486,2450,1,TEMPERATURA,MOTOR,0,579957,,,Sim,8/23/2024,7,
8/30/2024,9:09:13,2429,2480,5,TEMPERATURA,MOTOR,2,579959,,,Sim,8/29/2024,1,
8/30/2024,9:47:31,2044,2402,1,PERIFÉRICOS ELÉTRICOS,ELÉTRICA,0,579965,,,Sim,8/28/2024,2,
8/30/2024,10:19:44,2346,2490,2,AR CONDICIONADO,AR CONDICIONADO,0,579966,,,Sim,8/25/2024,5,
8/30/2024,10:45:26,2039,2491,1,GRCT,#N/A,0,579975,,,Não,Nenhuma,0,
8/30/2024,11:00:26,2805,2493,1,BORRACHARIA,MECÂNICA,0,579978,,,Sim,8/2/2024,28,
8/30/2024,11:26:23,2817,2475,1,GRCT,#N/A,0,579976,,,Não,Nenhuma,0,
8/30/2024,11:28:38,2405,2450,1,ARTICULAÇÃO,MECÂNICA,0,579988,,,Sim,8/29/2024,1,
8/30/2024,11:38:22,2441,2450,2,LANTERNAGEM,LANTERNAGEM,0,579989,,,Não,Nenhuma,0,
8/30/2024,11:41:50,2030,2456,1,PORTA,LANTERNAGEM,0,579990,,,Não,Nenhuma,0,
8/30/2024,11:49:24,2976,2492,1,POTENCIA,ELÉTRICA,0,579977,,,Não,Nenhuma,0,
8/30/2024,11:49:59,2477,2480,5,PORTA,LANTERNAGEM,0,579992,,,Não,Nenhuma,0,
8/30/2024,11:50:53,2434,2480,1,PORTA,LANTERNAGEM,0,579993,,,Sim,8/26/2024,4,
8/30/2024,11:56:37,2428,2450,1,PORTA,LANTERNAGEM,0,579994,,,Sim,8/20/2024,10,
8/30/2024,12:45:31,2479,2480,1,TEMPERATURA,MOTOR,0,579995,,,Sim,8/26/2024,4,
8/30/2024,13:23:04,2419,2060,1,BORRACHARIA,MECÂNICA,0,579996,,,Não,Nenhuma,0,
8/30/2024,13:52:57,2346,2490,2,AR CONDICIONADO,AR CONDICIONADO,0,580006,,,Sim,8/25/2024,5,
8/30/2024,14:09:33,2422,2450,5,TEMPERATURA,MOTOR,0,580018,,,Sim,8/29/2024,1,
8/30/2024,14:59:41,2924,2493,2,AVARIA,LANTERNAGEM,0,580017,,,Não,Nenhuma,0,
8/30/2024,15:21:10,2011,2466,2,PERIFÉRICOS ELÉTRICOS,ELÉTRICA,0,580051,,,Não,Nenhuma,0,
8/30/2024,15:25:23,2733,2040,2,PERIFÉRICOS ELÉTRICOS,ELÉTRICA,0,580052,,,Não,Nenhuma,0,
8/30/2024,15:41:06,2804,2491,1,GRCT,#N/A,2,580107,,,Não,Nenhuma,0,
8/30/2024,15:58:13,2937,2920,2,PNEUMÁTICA,MECÂNICA,0,580108,,,Sim,8/9/2024,21,
8/30/2024,16:11:29,2945,2930,1,AR CONDICIONADO,AR CONDICIONADO,0,580112,,,Sim,8/29/2024,1,
8/30/2024,16:12:52,2038,2473,1,PORTA,LANTERNAGEM,1,580113,,,Não,Nenhuma,0,
8/30/2024,16:16:44,2013,2402,1,PORTA,LANTERNAGEM,1,580116,,,Sim,8/21/2024,9,
8/30/2024,16:17:29,2456,2480,1,PORTA,LANTERNAGEM,1,580124,,,Sim,8/7/2024,23,
8/30/2024,16:40:22,2403,2480,5,ARTICULAÇÃO,MECÂNICA,0,580125,,,Sim,8/29/2024,1,
8/30/2024,17:00:07,2008,2492,1,PORTA,LANTERNAGEM,1,580033,,,Sim,8/24/2024,6,
8/30/2024,17:06:20,2704,2463,1,POTENCIA,ELÉTRICA,0,580130,,,Sim,8/23/2024,7,
8/30/2024,17:07:55,2404,2480,5,TEMPERATURA,MOTOR,0,580131,,,Sim,8/26/2024,4,
8/30/2024,17:14:11,2493,2450,1,CAMBIO,MECÂNICA,0,580133,,,Não,Nenhuma,0,
8/30/2024,17:17:44,2801,2491,1,TEMPERATURA,MOTOR,0,580134,,,Sim,8/28/2024,2,
8/30/2024,17:36:03,2488,2480,1,TEMPERATURA,MOTOR,1,580135,,,Sim,8/29/2024,1,
8/30/2024,17:45:03,2013,2492,1,PORTA,LANTERNAGEM,2,580137,,,Sim,8/21/2024,9,
8/30/2024,17:52:16,2924,2493,1,PNEUMÁTICA,MECÂNICA,1,580138,,,Não,Nenhuma,0,
8/30/2024,17:54:41,2503,2450,1,AR CONDICIONADO,AR CONDICIONADO,0,580139,,,Não,Nenhuma,0,
8/30/2024,18:14:01,2009,2492,5,PERIFÉRICOS ELÉTRICOS,ELÉTRICA,1,580141,,,Não,Nenhuma,0,
8/30/2024,18:22:27,2346,2490,2,AR CONDICIONADO,AR CONDICIONADO,0,580142,,,Sim,8/25/2024,5,
8/30/2024,18:26:30,2420,2450,1,PNEUMÁTICA,MECÂNICA,0,580146,,,Sim,8/23/2024,7,
8/30/2024,18:39:47,2334,2490,1,PORTA,LANTERNAGEM,0,580147,,,Sim,8/27/2024,3,
8/30/2024,20:03:48,2921,2473,1,POTENCIA,ELÉTRICA,0,580153,,,Sim,8/5/2024,25,
8/31/2024,4:34:54,2013,2491,1,PORTA,LANTERNAGEM,0,580218,,,Sim,8/30/2024,1,
8/31/2024,4:50:40,2033,2467,1,CAMBIO,MECÂNICA,0,580219,,,Sim,8/17/2024,14,
8/31/2024,5:02:05,2487,2450,5,TEMPERATURA,MOTOR,1,580220,,,Não,Nenhuma,0,
8/31/2024,5:23:32,2372,2504,1,POTENCIA,ELÉTRICA,0,580221,,,Sim,8/29/2024,2,
8/31/2024,6:03:57,2340,2490,1,FREIO,MECÂNICA,0,580224,,,Não,Nenhuma,0,
8/31/2024,6:12:46,2828,2473,2,PRODATA,PRODATA,0,580225,,,Não,Nenhuma,0,
8/31/2024,6:18:26,2963,2493,2,SUSPENSÃO,MECÂNICA,0,580225,,,Não,Nenhuma,0,
8/31/2024,6:28:50,2361,2040,1,AR CONDICIONADO,AR CONDICIONADO,0,580217,,,Não,Nenhuma,0,
8/31/2024,6:52:46,2422,2450,1,TEMPERATURA,MOTOR,0,580227,,,Sim,8/30/2024,1,
8/31/2024,7:09:42,2806,2491,1,POTENCIA,ELÉTRICA,0,580228,,,Não,Nenhuma,0,
8/31/2024,7:22:22,2811,2493,1,CAMBIO,MECÂNICA,0,580229,,,Sim,7/1/2024,61,
8/31/2024,7:27:01,2004,2493,1,TEMPERATURA,MOTOR,0,580230,,,Não,Nenhuma,0,
8/31/2024,7:58:17,2338,2490,1,PNEUMÁTICA,MECÂNICA,0,580231,,,Não,Nenhuma,0,
8/31/2024,8:53:00,2041,2402,2,PRODATA,PRODATA,1,580232,,,Sim,8/28/2024,3,
8/31/2024,9:41:05,2451,2450,1,POTENCIA,ELÉTRICA,0,580256,,,Não,Nenhuma,0,
8/31/2024,11:15:17,2101,2504,1,PERIFÉRICOS ELÉTRICOS,ELÉTRICA,0,580258,,,Não,Nenhuma,0,
8/31/2024,11:41:48,2926,2475,1,PORTA,LANTERNAGEM,0,580261,,,Não,Nenhuma,0,
8/31/2024,11:45:27,2966,2416,1,MOTOR,MOTOR,0,580262,,,Não,Nenhuma,0,
8/31/2024,11:47:31,2488,2450,1,TEMPERATURA,MOTOR,0,580263,,,Sim,8/30/2024,1,
8/31/2024,12:36:48,2490,2450,1,AR CONDICIONADO,AR CONDICIONADO,0,580265,,,Sim,7/1/2024,61,
8/31/2024,12:37:58,2486,2450,1,TEMPERATURA,MOTOR,0,580266,,,Sim,8/30/2024,1,
8/31/2024,13:00:32,2916,2493,1,POTENCIA,ELÉTRICA,0,580268,,,Não,Nenhuma,0,
8/31/2024,13:26:11,2427,2450,5,ARTICULAÇÃO,MECÂNICA,0,580274,,,Sim,8/22/2024,9,
8/31/2024,14:16:14,2905,2444,1,FREIO,MECÂNICA,0,580276,,,Não,Nenhuma,0,
8/31/2024,14:31:20,2494,2450,1,TEMPERATURA,MOTOR,0,580280,,,Sim,8/29/2024,2,
