DATA;HORA;TURNO;VE÷CULO;MODELO;LINHA;ORIGEM;GRUPO;PERDAS;O.S;REINC;Data Reincidància;Difenreáa dos dias;DEFEITO
15/08/2024;11:55:37;Manh∆;2412;K-310;2450;5;MOTOR;0;576097;Sim;14/08/2024;1;TEMPERATURA
15/08/2024;12:09:06;Tarde;2936;MBB - OF 1721 L E5;2920;5;ELêTRICA;0;576134;N∆o;Nenhuma;0;PERIFêRICOS ELêTRICOS
15/08/2024;12:11:03;Tarde;2425;#N/D;2060;2;LANTERNAGEM;0;576135;Sim;06/08/2024;9;PORTA
15/08/2024;12:36:24;Tarde;2481;K-310;2480;1;AR CONDICIONADO;0;576136;N∆o;Nenhuma;0;AR CONDICIONADO
15/08/2024;12:53:23;Tarde;2962;MBB - OF 1721 E5;2410;2;LANTERNAGEM;1;576137;N∆o;Nenhuma;0;AVARIA
15/08/2024;13:23:10;Tarde;2482;K-310;2480;5;ELêTRICA;0;576139;N∆o;Nenhuma;0;PARTIDA
15/08/2024;13:48:02;Tarde;2946;MBB - OF 1721 L E5;2920;1;MEC∂NICA;1;576140;N∆o;Nenhuma;0;CAMBIO
15/08/2024;13:58:39;Tarde;2439;K-310;2480;5;ELêTRICA;1;576141;N∆o;Nenhuma;0;BATERIA
15/08/2024;14:19:48;Tarde;2352;O500M/1928 E6;2490;1;LANTERNAGEM;0;576145;N∆o;Nenhuma;0;LANTERNAGEM
15/08/2024;14:34:00;Tarde;2957;MBB - OF 1721 E5;2429;1;MEC∂NICA;1;576147;N∆o;Nenhuma;0;BORRACHARIA
15/08/2024;14:42:54;Tarde;2821;MBB - OF 1721 E5;2446;1;MEC∂NICA;0;576148;N∆o;Nenhuma;0;CAMBIO
15/08/2024;14:43:14;Tarde;2830;MBB - OF 1721 E5;2459;2;LANTERNAGEM;0;576149;N∆o;Nenhuma;0;AVARIA
15/08/2024;14:43:42;Tarde;2484;K-310;2450;5;MOTOR;1;576151;N∆o;Nenhuma;0;TEMPERATURA
15/08/2024;14:45:02;Tarde;2420;K-310;2450;5;MEC∂NICA;0;576153;N∆o;Nenhuma;0;FREIO
15/08/2024;14:46:12;Tarde;2412;K-310;2450;1;MOTOR;1;576155;Sim;14/08/2024;1;TEMPERATURA
15/08/2024;14:48:07;Tarde;2454;K-310;2450;5;ELêTRICA;0;576157;N∆o;Nenhuma;0;PARTIDA
15/08/2024;15:04:44;Tarde;2477;K-310;2450;5;MOTOR;0;576159;Sim;05/08/2024;10;TEMPERATURA
15/08/2024;15:08:00;Tarde;2503;K-310;2480;1;MEC∂NICA;1;576160;Sim;14/08/2024;1;ARTICULAÄ«O
15/08/2024;15:10:28;Tarde;2356;MBB - OF 1724 E5;2040;1;ELêTRICA;0;576162;N∆o;Nenhuma;0;PERIFêRICOS ELêTRICOS
15/08/2024;15:18:12;Tarde;2926;MBB - OF 1721 E5;2475;1;MEC∂NICA;0;576163;N∆o;Nenhuma;0;BORRACHARIA
15/08/2024;15:50:09;Tarde;2804;MBB - OF 1721 E5;2467;1;ELêTRICA;0;576183;Sim;02/08/2024;13;POTENCIA
15/08/2024;15:52:13;Tarde;2027;MBB - OF 1519;2448;2;TELEMETRIA;1;576186;N∆o;Nenhuma;0;TELEMETRIA
15/08/2024;16:06:01;Tarde;2359;MBB - OF 1724 E5;2040;1;MEC∂NICA;0;576167;N∆o;Nenhuma;0;BORRACHARIA
15/08/2024;16:13:24;Tarde;2496;K-310;2450;5;MEC∂NICA;0;576236;N∆o;Nenhuma;0;PNEUMµTICA
15/08/2024;16:26:21;Tarde;2829;MBB - OF 1721 E5;2476;5;ELêTRICA;1;576246;Sim;11/08/2024;4;PERIFêRICOS ELêTRICOS
15/08/2024;16:50:25;Tarde;2454;K-310;2480;2;ELêTRICA;1;576248;N∆o;Nenhuma;0;POTENCIA
15/08/2024;17:06:01;Tarde;2484;K-310;2450;5;MOTOR;1;576249;N∆o;Nenhuma;0;TEMPERATURA
15/08/2024;17:07:09;Tarde;2333;O500M/1928 E6;2490;5;LANTERNAGEM;0;576250;Sim;06/08/2024;9;PORTA
15/08/2024;17:12:50;Tarde;2824;MBB - OF 1721 E5;2492;2;LANTERNAGEM;0;576253;N∆o;Nenhuma;0;AVARIA
15/08/2024;17:29:23;Tarde;2412;K-310;2450;1;MOTOR;1;576254;Sim;14/08/2024;1;TEMPERATURA
15/08/2024;17:42:15;Tarde;2927;MBB - OF 1721 E5;2446;1;MEC∂NICA;0;576255;N∆o;Nenhuma;0;TRANSMISS«O
15/08/2024;17:45:11;Tarde;2801;MBB - OF 1721 E5;2476;1;MEC∂NICA;0;576257;N∆o;Nenhuma;0;FREIO
15/08/2024;18:01:40;Noite;2477;K-310;2450;2;MEC∂NICA;1;576264;N∆o;Nenhuma;0;SUSPENS«O
15/08/2024;18:25:39;Noite;2306;O500R/1830;2437;1;AR CONDICIONADO;1;576265;Sim;02/08/2024;13;AR CONDICIONADO
15/08/2024;18:33:07;Noite;2945;MBB - OF 1721 L E5;2442;1;AR CONDICIONADO;1;576271;N∆o;Nenhuma;0;AR CONDICIONADO
15/08/2024;18:34:02;Noite;2828;MBB - OF 1721 E5;2463;1;ELêTRICA;0;576270;Sim;05/08/2024;10;POTENCIA
15/08/2024;18:38:55;Noite;2925;MBB - OF 1721 E5;2466;1;MOTOR;0;576268;N∆o;Nenhuma;0;TEMPERATURA
15/08/2024;19:13:05;Noite;2403;K-310;2480;2;MEC∂NICA;1;576280;Sim;14/08/2024;1;ACELERAÄ«O
15/08/2024;20:08:59;Noite;2829;MBB - OF 1721 E5;2476;1;ELêTRICA;0;576300;N∆o;Nenhuma;0;POTENCIA
15/08/2024;20:20:57;Noite;2427;K-310;2480;1;ELêTRICA;1;571125;N∆o;Nenhuma;0;PARTIDA
16/08/2024;05:21:56;Manh∆;2334;O500M/1928 E6;2490;5;LANTERNAGEM;1;576374;Sim;11/08/2024;5;PORTA
16/08/2024;06:13:47;Manh∆;2480;K-310;2450;1;MOTOR;1;576373;Sim;15/08/2024;1;TEMPERATURA
16/08/2024;06:20:56;Manh∆;2412;K-310;2480;5;MOTOR;1;576372;Sim;15/08/2024;1;TEMPERATURA
16/08/2024;06:41:30;Manh∆;2473;MBB - OF 1726 L E6;2920;2;MEC∂NICA;1;576370;N∆o;Nenhuma;0;BORRACHARIA
16/08/2024;06:44:22;Manh∆;2431;#N/D;2060;2;LANTERNAGEM;0;576371;N∆o;Nenhuma;0;VANDALISMO
16/08/2024;07:15:08;Manh∆;2422;K-310;2450;1;MEC∂NICA;1;576375;Sim;15/08/2024;1;ARTICULAÄ«O
16/08/2024;07:17:03;Manh∆;2457;K-310;2450;1;MEC∂NICA;1;576377;N∆o;Nenhuma;0;ARTICULAÄ«O
16/08/2024;07:21:51;Manh∆;2813;MBB - OF 1721 E5;2459;2;PRODATA;1;576378;N∆o;Nenhuma;0;PRODATA
16/08/2024;07:54:54;Manh∆;2931;MBB - OF 1721 L E5;2493;1;MOTOR;0;576380;N∆o;Nenhuma;0;TEMPERATURA
16/08/2024;08:42:44;Manh∆;2479;K-310;2480;5;MEC∂NICA;1;576389;Sim;14/08/2024;2;ARTICULAÄ«O
16/08/2024;08:49:01;Manh∆;2307;O500R/1830;2437;5;ELêTRICA;1;576391;N∆o;Nenhuma;0;PANE ELêTRICA
16/08/2024;08:49:43;Manh∆;2418;K-310;2450;5;MOTOR;1;576393;Sim;15/08/2024;1;TEMPERATURA
16/08/2024;09:06:11;Manh∆;2457;K-310;2450;2;MEC∂NICA;1;576397;N∆o;Nenhuma;0;ARTICULAÄ«O
16/08/2024;09:13:02;Manh∆;2038;MBB - OF 1721 E5;2473;5;ELêTRICA;0;576402;N∆o;Nenhuma;0;PARTIDA
16/08/2024;09:55:41;Manh∆;2704;MBB - OF 1721 E5;2463;2;MEC∂NICA;0;575893;N∆o;Nenhuma;0;SUSPENS«O
16/08/2024;09:56:42;Manh∆;2349;O500M/1928 E6;2490;1;ELêTRICA;0;575894;Sim;14/08/2024;2;PERIFêRICOS ELêTRICOS
16/08/2024;10:07:24;Manh∆;2412;K-310;2450;5;MOTOR;0;576205;Sim;15/08/2024;1;TEMPERATURA
16/08/2024;10:08:44;Manh∆;2441;K-310;2480;5;MOTOR;0;576212;Sim;09/08/2024;7;TEMPERATURA
16/08/2024;10:09:56;Manh∆;2452;K-310;2450;1;MEC∂NICA;1;576213;N∆o;Nenhuma;0;PNEUMµTICA
16/08/2024;10:11:23;Manh∆;2938;MBB - OF 1721 L E5;2402;2;MEC∂NICA;0;576206;N∆o;Nenhuma;0;SUSPENS«O
16/08/2024;10:59:19;Manh∆;2420;K-310;2450;1;MEC∂NICA;0;576410;Sim;15/08/2024;1;FREIO
16/08/2024;11:23:00;Manh∆;2918;MBB - OF 1721 E5;2478;2;LANTERNAGEM;0;576411;N∆o;Nenhuma;0;AVARIA
16/08/2024;12:02:06;Tarde;2943;MBB - OF 1721 L E5;2442;1;MOTOR;0;576433;Sim;15/08/2024;1;TEMPERATURA
16/08/2024;13:12:31;Tarde;2479;K-310;2450;1;MOTOR;0;576435;N∆o;Nenhuma;0;TEMPERATURA
16/08/2024;13:25:39;Tarde;2801;MBB - OF 1721 E5;2478;1;MEC∂NICA;0;576434;N∆o;Nenhuma;0;BORRACHARIA
16/08/2024;13:42:56;Tarde;2403;K-310;2450;1;MEC∂NICA;1;576252;N∆o;Nenhuma;0;SUSPENS«O
16/08/2024;13:58:17;Tarde;2821;MBB - OF 1721 E5;2446;2;ELêTRICA;0;576436;N∆o;Nenhuma;0;PERIFêRICOS ELêTRICOS
16/08/2024;14:16:24;Tarde;2494;K-310;2480;1;MOTOR;1;576437;Sim;09/08/2024;7;TEMPERATURA
16/08/2024;14:54:08;Tarde;2427;K-310;2450;1;MEC∂NICA;0;576479;Sim;02/08/2024;14;FREIO
16/08/2024;15:02:59;Tarde;2045;MBB - OF 1721 E5;2402;1;AR CONDICIONADO;1;576535;Sim;08/08/2024;8;AR CONDICIONADO
16/08/2024;15:16:55;Tarde;2932;MBB - OF 1721 L E5;2442;2;AR CONDICIONADO;1;576536;Sim;07/08/2024;9;AR CONDICIONADO
16/08/2024;15:55:18;Tarde;2804;MBB - OF 1721 E5;2463;1;ELêTRICA;0;576552;Sim;15/08/2024;1;POTENCIA
16/08/2024;16:38:15;Tarde;2948;MBB - OF 1721 L E5;2930;1;ELêTRICA;0;576553;N∆o;Nenhuma;0;POTENCIA
16/08/2024;16:39:08;Tarde;2941;MBB - OF 1721 L E5;2920;1;MEC∂NICA;0;576554;Sim;02/08/2024;14;SUSPENS«O
16/08/2024;16:54:42;Tarde;2739;MBB - OF 1721 E5;2060;1;MEC∂NICA;0;576555;N∆o;Nenhuma;0;BORRACHARIA
16/08/2024;17:35:18;Tarde;2101;#N/D;2503;5;MEC∂NICA;0;576557;N∆o;Nenhuma;0;ACELERAÄ«O
16/08/2024;17:38:09;Tarde;2426;K-310;2480;1;MOTOR;1;576558;Sim;15/08/2024;1;TEMPERATURA
16/08/2024;18:30:30;Noite;2418;K-310;2480;1;MOTOR;0;576570;Sim;15/08/2024;1;TEMPERATURA
16/08/2024;18:51:53;Noite;2014;MBB - OF 1721 E5;2475;1;MEC∂NICA;0;576571;N∆o;Nenhuma;0;FREIO
16/08/2024;19:03:29;Noite;2033;MBB - OF 1721 E5;2491;1;ELêTRICA;0;576572;N∆o;Nenhuma;0;PERIFêRICOS ELêTRICOS
16/08/2024;19:19:23;Noite;2498;K-310;2450;5;MEC∂NICA;1;576573;N∆o;Nenhuma;0;FREIO
16/08/2024;20:56:49;Noite;2484;K-310;2450;2;MEC∂NICA;1;576672;Sim;09/08/2024;7;SUSPENS«O
17/08/2024;04:55:04;Manh∆;2033;MBB - OF 1721 E5;2463;1;MEC∂NICA;0;576630;N∆o;Nenhuma;0;CAMBIO
17/08/2024;06:10:46;Manh∆;2826;MBB - OF 1721 E5;2445;5;ELêTRICA;1;576631;N∆o;Nenhuma;0;PARTIDA
17/08/2024;06:14:22;Manh∆;2908;MBB - OF 1721 L E5;2421;2;PRODATA;0;576632;N∆o;Nenhuma;0;PRODATA
17/08/2024;07:14:10;Manh∆;2422;K-310;2450;1;MOTOR;0;576633;Sim;07/08/2024;10;TEMPERATURA
17/08/2024;07:07:00;Manh∆;2484;K-310;2450;5;LANTERNAGEM;0;576635;Sim;06/08/2024;11;PORTA
17/08/2024;07:23:34;Manh∆;2020;MBB - OF 1721 E5;2464;1;ELêTRICA;1;576636;N∆o;Nenhuma;0;POTENCIA
17/08/2024;08:27:15;Manh∆;2939;MBB - OF 1721 L E5;2930;1;AR CONDICIONADO;0;576637;N∆o;Nenhuma;0;AR CONDICIONADO
17/08/2024;09:21:09;Manh∆;2933;MBB - OF 1721 L E5;2930;1;MEC∂NICA;0;576640;N∆o;Nenhuma;0;HIDRµULICA
17/08/2024;09:55:07;Manh∆;2045;MBB - OF 1721 E5;2402;1;ELêTRICA;0;576648;N∆o;Nenhuma;0;POTENCIA
17/08/2024;10:10:35;Manh∆;2808;MBB - OF 1721 E5;2492;1;ELêTRICA;1;576647;N∆o;Nenhuma;0;POTENCIA
17/08/2024;10:12:37;Manh∆;2955;MBB - OF 1721 E5;2446;2;TELEMETRIA;1;576649;N∆o;Nenhuma;0;TELEMETRIA
17/08/2024;10:13:03;Manh∆;2322;O500R/1830;2441;1;AR CONDICIONADO;0;576646;N∆o;Nenhuma;0;CORREIA DO COMPRESSOR
17/08/2024;11:47:17;Manh∆;2441;K-310;2450;1;MOTOR;0;576662;Sim;16/08/2024;1;TEMPERATURA
17/08/2024;11:47:55;Manh∆;2321;O500R/1830;2441;5;MEC∂NICA;1;576663;N∆o;Nenhuma;0;PNEUMµTICA
17/08/2024;12:04:14;Tarde;2706;MBB - OF 1721 E5;2421;2;LANTERNAGEM;1;576664;N∆o;Nenhuma;0;AVARIA
17/08/2024;12:52:18;Tarde;2042;MBB - OF 1721 E5;2402;1;ELêTRICA;0;576670;N∆o;Nenhuma;0;POTENCIA
17/08/2024;14:30:38;Tarde;2910;MBB - OF 1721 L E5;2442;1;MEC∂NICA;0;576673;N∆o;Nenhuma;0;CAMBIO
17/08/2024;15:04:35;Tarde;2370;#N/D;2503;2;ELêTRICA;1;576676;N∆o;Nenhuma;0;PERIFêRICOS ELêTRICOS
17/08/2024;15:55:49;Tarde;2442;K-310;2450;1;AR CONDICIONADO;0;576678;Sim;05/08/2024;12;AR CONDICIONADO
17/08/2024;16:47:40;Tarde;2023;MBB - OF 1519;2492;2;LANTERNAGEM;0;576682;N∆o;Nenhuma;0;PORTA
17/08/2024;17:25:13;Tarde;2830;MBB - OF 1721 E5;2459;2;LANTERNAGEM;0;576685;Sim;15/08/2024;2;AVARIA
17/08/2024;17:45:51;Tarde;2498;K-310;2450;1;MEC∂NICA;0;576701;N∆o;Nenhuma;0;PNEUMµTICA
17/08/2024;17:46:36;Tarde;2488;K-310;2450;5;MOTOR;0;576702;Sim;06/08/2024;11;TEMPERATURA
17/08/2024;18:30:24;Noite;2441;K-310;2450;1;MOTOR;0;576703;Sim;16/08/2024;1;TEMPERATURA
18/08/2024;07:14:19;Manh∆;2806;MBB - OF 1721 E5;2493;1;MOTOR;0;576240;N∆o;Nenhuma;0;VAZ. DE µGUA
18/08/2024;11:20:57;Manh∆;2005;MBB - OF 1721 E5;2493;2;ELêTRICA;0;576241;N∆o;Nenhuma;0;POTENCIA
18/08/2024;11:32:29;Manh∆;2308;O500R/1830;2450;2;LANTERNAGEM;0;576917;N∆o;Nenhuma;0;LANTERNAGEM
18/08/2024;12:10:02;Tarde;2313;O500R/1830;2450;2;LANTERNAGEM;0;576919;N∆o;Nenhuma;0;AVARIA
18/08/2024;14:10:23;Tarde;2948;MBB - OF 1721 L E5;2930;5;ELêTRICA;1;576920;Sim;02/08/2024;16;PARTIDA
18/08/2024;14:46:18;Tarde;2042;MBB - OF 1721 E5;2402;1;MEC∂NICA;0;576922;N∆o;Nenhuma;0;BORRACHARIA
18/08/2024;15:04:18;Tarde;2307;O500R/1830;2450;1;MOTOR;1;576931;N∆o;Nenhuma;0;TEMPERATURA
18/08/2024;15:23:00;Tarde;2945;MBB - OF 1721 L E5;2442;1;AR CONDICIONADO;0;576932;Sim;15/08/2024;3;AR CONDICIONADO
18/08/2024;15:46:20;Tarde;2022;MBB - OF 1519;2470;2;TELEMETRIA;0;576933;N∆o;Nenhuma;0;TELEMETRIA
18/08/2024;16:01:46;Tarde;2970;MBB - OF 1721 E5;2402;1;MEC∂NICA;0;576934;N∆o;Nenhuma;0;SUSPENS«O
18/08/2024;16:10:36;Tarde;2906;MBB - OF 1721 L E5;2429;1;ELêTRICA;1;576940;N∆o;Nenhuma;0;PERIFêRICOS ELêTRICOS
19/08/2024;04:04:19;Manh∆;2819;MBB - OF 1721 E5;2491;1;ELêTRICA;0;576795;N∆o;Nenhuma;0;POTENCIA
19/08/2024;04:27:03;Manh∆;2925;MBB - OF 1721 E5;2467;5;ELêTRICA;0;576796;N∆o;Nenhuma;0;PERIFêRICOS ELêTRICOS
19/08/2024;04:56:25;Manh∆;2371;#N/D;2501;2;MEC∂NICA;0;576797;N∆o;Nenhuma;0;BORRACHARIA
19/08/2024;04:57:55;Manh∆;2001;MBB - OF 1721 E5;2492;1;ELêTRICA;0;576811;N∆o;Nenhuma;0;POTENCIA
19/08/2024;05:24:56;Manh∆;2495;K-310;2450;5;MEC∂NICA;0;576814;N∆o;Nenhuma;0;CAMBIO
19/08/2024;06:03:58;Manh∆;2307;O500R/1830;2437;1;MOTOR;1;576815;Sim;18/08/2024;1;TEMPERATURA
19/08/2024;06:05:36;Manh∆;2033;MBB - OF 1721 E5;2467;2;PRODATA;0;576805;N∆o;Nenhuma;0;PRODATA
19/08/2024;06:11:54;Manh∆;2426;K-310;2450;5;MOTOR;1;576844;Sim;16/08/2024;3;TEMPERATURA
19/08/2024;06:16:39;Manh∆;2943;MBB - OF 1721 L E5;2442;1;MOTOR;1;576798;Sim;16/08/2024;3;TEMPERATURA
19/08/2024;06:18:12;Manh∆;2457;K-310;2450;2;MEC∂NICA;0;576826;N∆o;Nenhuma;0;PNEUMµTICA
19/08/2024;06:22:11;Manh∆;2497;K-310;2480;2;MOTOR;1;576825;N∆o;Nenhuma;0;VAZ. DE µGUA
19/08/2024;06:53:40;Manh∆;2364;MBB - OF 1724 E5;2040;1;ELêTRICA;0;576807;Sim;10/08/2024;9;POTENCIA
19/08/2024;06:55:12;Manh∆;2805;MBB - OF 1721 E5;2463;2;ELêTRICA;0;576823;N∆o;Nenhuma;0;POTENCIA
19/08/2024;07:03:08;Manh∆;2955;MBB - OF 1721 E5;2446;1;ELêTRICA;0;576808;N∆o;Nenhuma;0;POTENCIA
19/08/2024;07:31:32;Manh∆;2904;MBB - OF 1721 L E5;2444;1;AR CONDICIONADO;0;576810;N∆o;Nenhuma;0;AR CONDICIONADO
19/08/2024;07:50:46;Manh∆;2035;MBB - OF 1721 E5;2470;2;PRODATA;1;576809;Sim;10/08/2024;9;PRODATA
19/08/2024;07:52:53;Manh∆;2403;K-310;2480;5;LANTERNAGEM;0;576818;Sim;06/08/2024;13;PORTA
19/08/2024;08:14:03;Manh∆;2456;K-310;2450;1;MEC∂NICA;0;576821;Sim;05/08/2024;14;ARTICULAÄ«O
19/08/2024;08:19:07;Manh∆;2446;K-310;2450;2;MEC∂NICA;0;576822;Sim;05/08/2024;14;SUSPENS«O
19/08/2024;08:41:53;Manh∆;2949;MBB - OF 1721 L E5;2930;1;AR CONDICIONADO;0;576832;Sim;15/08/2024;4;AR CONDICIONADO
19/08/2024;08:42:33;Manh∆;2342;O500M/1928 E6;2490;2;LANTERNAGEM;0;576833;Sim;15/08/2024;4;PORTA
19/08/2024;08:45:26;Manh∆;2940;MBB - OF 1721 L E5;2930;2;PRODATA;0;576835;N∆o;Nenhuma;0;PRODATA
19/08/2024;08:47:49;Manh∆;2020;MBB - OF 1721 E5;2446;1;ELêTRICA;0;576836;Sim;17/08/2024;2;POTENCIA
19/08/2024;08:47:52;Manh∆;2488;K-310;2480;5;MOTOR;0;576860;Sim;17/08/2024;2;TEMPERATURA
19/08/2024;08:54:28;Manh∆;2424;K-310;2450;1;MEC∂NICA;0;576881;N∆o;Nenhuma;0;SUSPENS«O
19/08/2024;08:57:09;Manh∆;2808;MBB - OF 1721 E5;2492;1;MEC∂NICA;0;576851;N∆o;Nenhuma;0;FREIO
19/08/2024;09:08:20;Manh∆;2420;K-310;2450;1;MEC∂NICA;0;576848;N∆o;Nenhuma;0;ARTICULAÄ«O
19/08/2024;09:19:39;Manh∆;2365;MBB - OF 1724 E5;2040;1;AR CONDICIONADO;0;576840;N∆o;Nenhuma;0;AR CONDICIONADO
19/08/2024;09:23:39;Manh∆;2956;MBB - OF 1721 E5;2493;2;MEC∂NICA;0;576854;N∆o;Nenhuma;0;SUSPENS«O
19/08/2024;09:26:05;Manh∆;2405;K-310;2450;1;MEC∂NICA;0;576858;N∆o;Nenhuma;0;CAMBIO
19/08/2024;09:32:06;Manh∆;2443;K-310;2450;5;MOTOR;1;576841;N∆o;Nenhuma;0;MOTOR
19/08/2024;09:40:28;Manh∆;2963;MBB - OF 1721 E5;2493;1;MEC∂NICA;0;576838;N∆o;Nenhuma;0;BORRACHARIA
19/08/2024;09:42:09;Manh∆;2438;K-310;2480;5;MOTOR;0;576859;Sim;10/08/2024;9;TEMPERATURA
19/08/2024;09:59:51;Manh∆;2008;MBB - OF 1721 E5;2492;5;LANTERNAGEM;0;576863;N∆o;Nenhuma;0;PORTA
19/08/2024;10:00:00;Manh∆;2040;MBB - OF 1721 E5;2467;1;ELêTRICA;0;576865;Sim;14/08/2024;5;POTENCIA
19/08/2024;10:26:16;Manh∆;2034;MBB - OF 1721 E5;2467;5;ELêTRICA;0;576866;N∆o;Nenhuma;0;PARTIDA
19/08/2024;10:28:18;Manh∆;2503;K-310;2450;2;ELêTRICA;0;576868;N∆o;Nenhuma;0;PARTIDA
19/08/2024;10:31:37;Manh∆;2907;MBB - OF 1721 L E5;2421;1;AR CONDICIONADO;1;576869;N∆o;Nenhuma;0;CORREIA DO ALTERNADOR
19/08/2024;10:33:54;Manh∆;2940;MBB - OF 1721 L E5;2930;2;PRODATA;0;576870;N∆o;Nenhuma;0;PRODATA
19/08/2024;10:54:35;Manh∆;2446;K-310;2450;2;MEC∂NICA;0;576871;Sim;08/08/2024;11;ARTICULAÄ«O
19/08/2024;11:04:19;Manh∆;2401;MBB - OF 1726 L E6;2043;1;MEC∂NICA;0;576872;N∆o;Nenhuma;0;CAMBIO
19/08/2024;11:09:57;Manh∆;2321;O500R/1830;2441;1;MEC∂NICA;0;576873;N∆o;Nenhuma;0;BORRACHARIA
19/08/2024;11:29:02;Manh∆;2502;K-310;2450;1;MEC∂NICA;0;576876;N∆o;Nenhuma;0;SUSPENS«O
19/08/2024;11:29:38;Manh∆;2480;K-310;2450;1;MEC∂NICA;0;576877;N∆o;Nenhuma;0;PNEUMµTICA
19/08/2024;11:52:47;Manh∆;2441;K-310;2450;5;MOTOR;1;576878;Sim;17/08/2024;2;TEMPERATURA
19/08/2024;12:29:23;Tarde;2403;K-310;2480;2;LANTERNAGEM;0;576886;Sim;06/08/2024;13;PORTA
19/08/2024;12:53:01;Tarde;2906;MBB - OF 1721 L E5;2444;5;AR CONDICIONADO;0;576892;N∆o;Nenhuma;0;AR CONDICIONADO
19/08/2024;13:03:31;Tarde;2495;K-310;2480;1;ELêTRICA;0;576887;N∆o;Nenhuma;0;PARTIDA
19/08/2024;13:10:53;Tarde;2482;K-310;2480;5;MOTOR;0;576889;Sim;14/08/2024;5;TEMPERATURA
19/08/2024;13:11:24;Tarde;2961;MBB - OF 1721 E5;2423;2;LANTERNAGEM;0;576891;N∆o;Nenhuma;0;AVARIA
19/08/2024;14:08:27;Tarde;2704;MBB - OF 1721 E5;2463;1;ELêTRICA;0;576907;Sim;10/08/2024;9;POTENCIA
19/08/2024;14:33:12;Tarde;2426;K-310;2450;1;MOTOR;1;576237;Sim;16/08/2024;3;TEMPERATURA
19/08/2024;14:37:53;Tarde;2932;MBB - OF 1721 L E5;2442;1;ELêTRICA;1;576238;N∆o;Nenhuma;0;POTENCIA
19/08/2024;15:05:07;Tarde;2045;MBB - OF 1721 E5;2402;1;ELêTRICA;1;576977;Sim;17/08/2024;2;POTENCIA
19/08/2024;15:27:32;Tarde;2975;MBB - OF 1721 E5;2467;1;MEC∂NICA;0;576989;Sim;05/08/2024;14;SUSPENS«O
19/08/2024;15:46:04;Tarde;2905;MBB - OF 1721 L E5;2420;5;MEC∂NICA;0;577010;N∆o;Nenhuma;0;SUSPENS«O
19/08/2024;15:55:37;Tarde;2805;MBB - OF 1721 E5;2463;1;MEC∂NICA;0;575972;N∆o;Nenhuma;0;ACELERAÄ«O
19/08/2024;16:37:18;Tarde;2488;K-310;2450;1;MOTOR;1;577011;Sim;17/08/2024;2;TEMPERATURA
19/08/2024;16:37:45;Tarde;2946;MBB - OF 1721 L E5;2920;2;LANTERNAGEM;0;577012;N∆o;Nenhuma;0;AVARIA
19/08/2024;16:39:13;Tarde;2050;MBB - OF 1724 E5;2060;2;PRODATA;0;577013;N∆o;Nenhuma;0;PRODATA
19/08/2024;16:47:55;Tarde;2480;K-310;2480;1;MEC∂NICA;1;577014;N∆o;Nenhuma;0;PNEUMµTICA
19/08/2024;17:00:41;Tarde;2102;#N/D;2503;2;LANTERNAGEM;0;577016;Sim;15/08/2024;4;AVARIA
19/08/2024;17:09:30;Tarde;2468;MBB - OF 1726 L E6;2920;1;AR CONDICIONADO;0;577017;N∆o;Nenhuma;0;AR CONDICIONADO
19/08/2024;17:39:23;Tarde;2438;K-310;2480;1;MOTOR;1;577018;Sim;10/08/2024;9;TEMPERATURA
19/08/2024;18:11:33;Noite;2830;MBB - OF 1721 E5;2459;1;LANTERNAGEM;0;577030;N∆o;Nenhuma;0;PORTA
19/08/2024;18:46:36;Noite;2955;MBB - OF 1721 E5;2477;1;MEC∂NICA;0;577032;N∆o;Nenhuma;0;ACELERAÄ«O
19/08/2024;19:32:22;Noite;2443;K-310;2480;1;AR CONDICIONADO;0;577039;N∆o;Nenhuma;0;AR CONDICIONADO
20/08/2024;03:47:30;Manh∆;2804;MBB - OF 1721 E5;2467;1;MEC∂NICA;0;577131;N∆o;Nenhuma;0;PNEUMµTICA
20/08/2024;04:59:00;Manh∆;2808;MBB - OF 1721 E5;2419;1;MEC∂NICA;0;577132;Sim;19/08/2024;1;FREIO
20/08/2024;05:19:08;Manh∆;2432;K-310;2480;2;LANTERNAGEM;0;577128;Sim;05/08/2024;15;PORTA
20/08/2024;05:43:04;Manh∆;2828;MBB - OF 1721 E5;2475;5;MEC∂NICA;1;577129;N∆o;Nenhuma;0;FREIO
20/08/2024;05:54:43;Manh∆;2451;K-310;2480;2;MEC∂NICA;0;577150;Sim;06/08/2024;14;SUSPENS«O
20/08/2024;06:06:03;Manh∆;2003;MBB - OF 1721 E5;2491;1;MEC∂NICA;1;577134;N∆o;Nenhuma;0;CAMBIO
20/08/2024;06:18:22;Manh∆;2050;MBB - OF 1724 E5;2060;1;ELêTRICA;0;577152;N∆o;Nenhuma;0;POTENCIA
20/08/2024;06:24:54;Manh∆;2480;K-310;2450;5;MOTOR;1;577165;Sim;16/08/2024;4;TEMPERATURA
20/08/2024;06:27:29;Manh∆;2457;K-310;2480;5;MEC∂NICA;0;577183;Sim;16/08/2024;4;ARTICULAÄ«O
20/08/2024;06:31:13;Manh∆;2935;MBB - OF 1721 L E5;2441;1;ELêTRICA;0;577184;N∆o;Nenhuma;0;POTENCIA
20/08/2024;06:34:41;Manh∆;2454;K-310;2480;1;MEC∂NICA;1;577166;Sim;15/08/2024;5;SUSPENS«O
