DATA;HORA;TURNO;VE÷CULO;MODELO;LINHA;ORIGEM;GRUPO;PERDAS;O.S;REINC;Data Reincidància;Difenreáa dos dias;DEFEITO
20/08/2024;06:49:05;Manh∆;2420;K-310;2480;1;AR CONDICIONADO;1;577191;Sim;10/08/2024;10;AR CONDICIONADO
20/08/2024;07:02:25;Manh∆;2805;MBB - OF 1721 E5;2463;5;#N/D;0;577193;N∆o;Nenhuma;0;freio 
20/08/2024;07:03:31;Manh∆;2957;MBB - OF 1721 E5;2416;1;MOTOR;1;577140;N∆o;Nenhuma;0;TEMPERATURA
20/08/2024;07:15:19;Manh∆;2479;K-310;2480;5;MOTOR;0;577194;Sim;16/08/2024;4;TEMPERATURA
20/08/2024;07:39:13;Manh∆;2043;MBB - OF 1721 E5;2492;2;AR CONDICIONADO;1;577158;N∆o;Nenhuma;0;AR CONDICIONADO
20/08/2024;07:46:40;Manh∆;2488;K-310;2450;5;MEC∂NICA;1;577526;Sim;15/08/2024;5;ARTICULAÄ«O
20/08/2024;07:48:39;Manh∆;2814;MBB - OF 1721 E5;2431;2;PRODATA;1;577160;N∆o;Nenhuma;0;PRODATA
20/08/2024;07:50:01;Manh∆;2432;K-310;2801;1;AR CONDICIONADO;0;577179;N∆o;Nenhuma;0;AR CONDICIONADO
20/08/2024;08:01:07;Manh∆;2365;MBB - OF 1724 E5;2040;1;AR CONDICIONADO;1;577149;Sim;19/08/2024;1;AR CONDICIONADO
20/08/2024;08:03:39;Manh∆;2426;K-310;2450;1;MOTOR;0;577169;Sim;19/08/2024;1;TEMPERATURA
20/08/2024;08:03:42;Manh∆;2456;K-310;2450;2;MEC∂NICA;0;577168;Sim;08/08/2024;12;SUSPENS«O
20/08/2024;08:21:21;Manh∆;2708;MBB - OF 1721 E5;2431;1;ELêTRICA;1;577162;N∆o;Nenhuma;0;PERIFêRICOS ELêTRICOS
20/08/2024;08:55:16;Manh∆;2495;K-310;2480;5;MOTOR;1;577167;Sim;09/08/2024;11;TEMPERATURA
20/08/2024;08:59:42;Manh∆;2428;K-310;2450;2;MEC∂NICA;0;577174;N∆o;Nenhuma;0;ACELERAÄ«O
20/08/2024;09:07:47;Manh∆;2955;MBB - OF 1721 E5;2446;1;ELêTRICA;0;577138;Sim;19/08/2024;1;POTENCIA
20/08/2024;09:38:06;Manh∆;2812;MBB - OF 1721 E5;2493;2;ELêTRICA;0;577171;N∆o;Nenhuma;0;PERIFêRICOS ELêTRICOS
20/08/2024;09:48:18;Manh∆;2828;MBB - OF 1721 E5;2475;1;MEC∂NICA;0;577195;N∆o;Nenhuma;0;FREIO
20/08/2024;09:48:46;Manh∆;2901;MBB - OF 1721 L E5;2402;1;ELêTRICA;0;577182;N∆o;Nenhuma;0;POTENCIA
20/08/2024;10:06:26;Manh∆;2422;K-310;2450;1;MEC∂NICA;0;577196;Sim;16/08/2024;4;ARTICULAÄ«O
20/08/2024;10:26:25;Manh∆;2480;K-310;;1;MOTOR;0;577186;Sim;16/08/2024;4;TEMPERATURA
20/08/2024;10:45:57;Manh∆;2351;O500M/1928 E6;2490;2;PRODATA;0;577197;N∆o;Nenhuma;0;PRODATA
20/08/2024;11:17:34;Manh∆;2482;K-310;2450;1;MOTOR;0;577200;Sim;19/08/2024;1;TEMPERATURA
20/08/2024;11:50:31;Manh∆;2479;K-310;2480;5;MOTOR;1;577220;Sim;16/08/2024;4;TEMPERATURA
20/08/2024;11:59:05;Manh∆;2403;K-310;2480;1;AR CONDICIONADO;0;577221;N∆o;Nenhuma;0;AR CONDICIONADO
20/08/2024;12:02:43;Tarde;2428;K-310;2450;5;LANTERNAGEM;0;577222;N∆o;Nenhuma;0;PORTA
20/08/2024;12:06:54;Tarde;2976;MBB - OF 1721 E5;2410;1;MEC∂NICA;0;577224;Sim;12/08/2024;8;CAMBIO
20/08/2024;13:09:52;Tarde;2823;MBB - OF 1721 E5;2416;5;MOTOR;0;577226;N∆o;Nenhuma;0;MOTOR
20/08/2024;13:15:52;Tarde;2404;K-310;2480;5;LANTERNAGEM;0;577227;N∆o;Nenhuma;0;PORTA
20/08/2024;13:38:28;Tarde;2468;MBB - OF 1726 L E6;2920;1;MOTOR;1;577242;N∆o;Nenhuma;0;TEMPERATURA
20/08/2024;14:09:32;Tarde;2959;MBB - OF 1721 E5;2486;5;ELêTRICA;0;577257;N∆o;Nenhuma;0;PARTIDA
20/08/2024;14:25:56;Tarde;2417;K-310;2450;1;ELêTRICA;1;577298;Sim;10/08/2024;10;PARTIDA
20/08/2024;16:35:31;Tarde;2019;MBB - OF 1721 E5;2402;1;MEC∂NICA;1;577328;N∆o;Nenhuma;0;FREIO
20/08/2024;16:55:37;Tarde;2808;MBB - OF 1721 E5;2492;1;ELêTRICA;0;577333;N∆o;Nenhuma;0;PARTIDA
20/08/2024;17:04:28;Tarde;2047;MBB - OF 1724 E5;2060;2;PRODATA;0;577335;N∆o;Nenhuma;0;PRODATA
20/08/2024;17:51:50;Tarde;2733;MBB - OF 1721 E5;2060;1;AR CONDICIONADO;0;577337;N∆o;Nenhuma;0;CORREIA DO COMPRESSOR
20/08/2024;18:20:35;Noite;2024;MBB - OF 1519;2467;5;MEC∂NICA;0;577342;N∆o;Nenhuma;0;FREIO
20/08/2024;18:38:48;Noite;2487;K-310;2480;2;LANTERNAGEM;1;577343;N∆o;Nenhuma;0;PORTA
20/08/2024;18:39:11;Noite;2828;MBB - OF 1721 E5;2475;1;MEC∂NICA;1;577345;N∆o;Nenhuma;0;FREIO
20/08/2024;18:42:08;Noite;2488;K-310;2480;1;MEC∂NICA;1;577355;Sim;02/08/2024;18;DESLIGANDO
20/08/2024;18:49:24;Noite;2704;MBB - OF 1721 E5;2463;1;MEC∂NICA;0;577357;N∆o;Nenhuma;0;FREIO
20/08/2024;18:50:40;Noite;2417;K-310;2480;1;ELêTRICA;0;577358;Sim;10/08/2024;10;PARTIDA
20/08/2024;19:26:55;Noite;2497;K-310;2480;5;MOTOR;1;577362;Sim;19/08/2024;1;VAZ. DE µGUA
21/08/2024;04:16:55;Manh∆;2805;MBB - OF 1721 E5;2463;1;ELêTRICA;0;577447;Sim;19/08/2024;2;POTENCIA
21/08/2024;04:46:04;Manh∆;2977;MBB - OF 1721 E5;2429;5;ELêTRICA;1;577449;N∆o;Nenhuma;0;POTENCIA
21/08/2024;05:04:47;Manh∆;2040;MBB - OF 1721 E5;2467;2;ELêTRICA;0;577450;Sim;19/08/2024;2;POTENCIA
21/08/2024;05:12:29;Manh∆;2022;MBB - OF 1519;2470;5;MEC∂NICA;1;577451;N∆o;Nenhuma;0;TRANSMISS«O
21/08/2024;05:13:10;Manh∆;2953;MBB - OF 1721 E5;2417;5;ELêTRICA;1;577452;N∆o;Nenhuma;0;PARTIDA
21/08/2024;05:17:29;Manh∆;2946;MBB - OF 1721 L E5;2920;1;MEC∂NICA;1;577453;N∆o;Nenhuma;0;FREIO
21/08/2024;05:34:06;Manh∆;2442;K-310;2480;1;MEC∂NICA;1;577455;N∆o;Nenhuma;0;ACELERAÄ«O
21/08/2024;07:23:59;Manh∆;2808;MBB - OF 1721 E5;2492;1;ELêTRICA;0;577476;Sim;17/08/2024;4;POTENCIA
21/08/2024;07:38:52;Manh∆;2457;K-310;2450;2;MEC∂NICA;1;577484;Sim;20/08/2024;1;ARTICULAÄ«O
21/08/2024;07:40:42;Manh∆;2441;K-310;2450;1;MOTOR;1;577483;Sim;19/08/2024;2;TEMPERATURA
21/08/2024;07:41:15;Manh∆;2456;K-310;2450;1;MEC∂NICA;1;577487;Sim;08/08/2024;13;FREIO
21/08/2024;07:54:16;Manh∆;2824;MBB - OF 1721 E5;2492;1;MOTOR;1;577457;N∆o;Nenhuma;0;MOTOR
21/08/2024;08:29:19;Manh∆;2951;MBB - OF 1721 E5;2487;1;MEC∂NICA;0;577488;N∆o;Nenhuma;0;FREIO
21/08/2024;08:32:52;Manh∆;2495;K-310;2480;1;MOTOR;0;577485;Sim;20/08/2024;1;TEMPERATURA
21/08/2024;09:21:24;Manh∆;2468;MBB - OF 1726 L E6;2920;1;AR CONDICIONADO;1;577486;Sim;19/08/2024;2;AR CONDICIONADO
21/08/2024;09:24:21;Manh∆;2947;MBB - OF 1721 L E5;2920;1;ELêTRICA;0;577491;N∆o;Nenhuma;0;POTENCIA
21/08/2024;09:35:53;Manh∆;2901;MBB - OF 1721 L E5;2466;1;MEC∂NICA;0;577496;N∆o;Nenhuma;0;CAMBIO
21/08/2024;09:40:51;Manh∆;2040;MBB - OF 1721 E5;2467;1;ELêTRICA;0;577450;Sim;19/08/2024;2;POTENCIA
21/08/2024;09:41:36;Manh∆;2043;MBB - OF 1721 E5;2402;1;AR CONDICIONADO;0;577480;Sim;20/08/2024;1;AR CONDICIONADO
21/08/2024;09:45:08;Manh∆;2451;K-310;2480;1;MOTOR;0;577492;Sim;09/08/2024;12;TEMPERATURA
21/08/2024;09:52:51;Manh∆;2422;K-310;2450;1;MEC∂NICA;0;577497;Sim;20/08/2024;1;ARTICULAÄ«O
21/08/2024;09:59:55;Manh∆;2804;MBB - OF 1721 E5;2467;1;MEC∂NICA;0;577499;N∆o;Nenhuma;0;FREIO
21/08/2024;10:31:30;Manh∆;2950;MBB - OF 1721 L E5;2920;1;ELêTRICA;0;577520;N∆o;Nenhuma;0;POTENCIA
21/08/2024;10:37:17;Manh∆;2029;MBB - OF 1519;2486;1;MEC∂NICA;0;577500;Sim;11/08/2024;10;CAMBIO
21/08/2024;10:46:46;Manh∆;2351;O500M/1928 E6;2490;2;PRODATA;0;577521;Sim;20/08/2024;1;PRODATA
21/08/2024;11:04:55;Manh∆;2979;MBB - OF 1721 E5;2467;1;MEC∂NICA;0;577522;N∆o;Nenhuma;0;PNEUMµTICA
21/08/2024;11:24:06;Manh∆;2313;O500R/1830;2437;1;AR CONDICIONADO;0;577508;N∆o;Nenhuma;0;AR CONDICIONADO
21/08/2024;11:53:02;Manh∆;2417;K-310;2480;1;ELêTRICA;0;577249;Sim;20/08/2024;1;PARTIDA
21/08/2024;12:00:43;Tarde;2403;K-310;2480;1;MEC∂NICA;0;577252;Sim;08/08/2024;13;PNEUMµTICA
21/08/2024;12:10:55;Tarde;2955;MBB - OF 1721 E5;2446;1;ELêTRICA;0;577524;Sim;20/08/2024;1;POTENCIA
21/08/2024;12:16:00;Tarde;2013;MBB - OF 1721 E5;2492;5;LANTERNAGEM;0;577253;N∆o;Nenhuma;0;PORTA
21/08/2024;12:16:54;Tarde;2312;O500R/1830;2437;1;ELêTRICA;0;577529;N∆o;Nenhuma;0;POTENCIA
21/08/2024;12:31:32;Tarde;2477;K-310;2450;5;MOTOR;0;577530;Sim;15/08/2024;6;TEMPERATURA
21/08/2024;12:41:02;Tarde;2937;MBB - OF 1721 L E5;2930;1;AR CONDICIONADO;0;577531;Sim;15/08/2024;6;AR CONDICIONADO
21/08/2024;13:19:48;Tarde;2419;MBB - OF 1726 L E6;2060;1;AR CONDICIONADO;1;577534;N∆o;Nenhuma;0;AR CONDICIONADO
21/08/2024;13:27:13;Tarde;2701;MBB - OF 1721 E5;2466;2;ELêTRICA;1;577284;N∆o;Nenhuma;0;POTENCIA
21/08/2024;13:35:29;Tarde;2937;MBB - OF 1721 L E5;2930;1;MOTOR;1;577531;N∆o;Nenhuma;0;TEMPERATURA
21/08/2024;13:38:07;Tarde;2448;K-310;2450;1;AR CONDICIONADO;0;577538;Sim;06/08/2024;15;AR CONDICIONADO
21/08/2024;13:53:42;Tarde;2361;MBB - OF 1724 E5;2040;1;MEC∂NICA;0;577539;N∆o;Nenhuma;0;BORRACHARIA
21/08/2024;14:31:35;Tarde;2953;MBB - OF 1721 E5;2417;1;MOTOR;1;577548;N∆o;Nenhuma;0;TEMPERATURA
21/08/2024;14:41:45;Tarde;2034;MBB - OF 1721 E5;2466;1;MEC∂NICA;0;577589;N∆o;Nenhuma;0;BORRACHARIA
21/08/2024;15:07:03;Tarde;2933;MBB - OF 1721 L E5;2920;5;ELêTRICA;1;577602;Sim;07/08/2024;14;PARTIDA
21/08/2024;15:18:50;Tarde;2476;K-310;2480;5;MEC∂NICA;1;577327;Sim;07/08/2024;14;SUSPENS«O
21/08/2024;15:31:26;Tarde;2477;K-310;2450;5;MOTOR;1;577603;Sim;15/08/2024;6;TEMPERATURA
21/08/2024;15:38:05;Tarde;2404;K-310;2450;5;MOTOR;1;577623;N∆o;Nenhuma;0;VAZ. DE µGUA
21/08/2024;15:59:40;Tarde;2497;K-310;2480;1;MOTOR;1;577635;Sim;20/08/2024;1;VAZ. DE µGUA
21/08/2024;16:02:19;Tarde;2457;K-310;2450;5;MEC∂NICA;1;577636;Sim;20/08/2024;1;ARTICULAÄ«O
21/08/2024;16:07:52;Tarde;2495;K-310;2480;1;MOTOR;1;577637;Sim;20/08/2024;1;TEMPERATURA
21/08/2024;16:51:12;Tarde;2013;MBB - OF 1721 E5;2492;2;LANTERNAGEM;1;577644;N∆o;Nenhuma;0;PORTA
21/08/2024;16:58:48;Tarde;2041;MBB - OF 1721 E5;2402;2;PRODATA;0;577645;Sim;06/08/2024;15;PRODATA
21/08/2024;17:27:02;Tarde;2045;MBB - OF 1721 E5;2402;2;PRODATA;1;577646;N∆o;Nenhuma;0;PRODATA
21/08/2024;17:41:57;Tarde;2464;MBB - OF 1726 L E6;2920;1;ELêTRICA;0;577647;N∆o;Nenhuma;0;POTENCIA
21/08/2024;18:32:17;Noite;2420;K-310;2480;5;MEC∂NICA;1;577652;N∆o;Nenhuma;0;PNEUMµTICA
21/08/2024;18:41:31;Noite;2048;MBB - OF 1724 E5;2040;2;MEC∂NICA;0;577653;N∆o;Nenhuma;0;CAMBIO
21/08/2024;18:50:28;Noite;2486;K-310;2450;5;MOTOR;0;577656;Sim;15/08/2024;6;TEMPERATURA
21/08/2024;19:18:16;Noite;2961;MBB - OF 1721 E5;2431;5;ELêTRICA;0;577661;N∆o;Nenhuma;0;PARTIDA
21/08/2024;19:18:22;Noite;2476;K-310;2480;1;MEC∂NICA;0;577662;N∆o;Nenhuma;0;FREIO
21/08/2024;19:21:00;Noite;2479;K-310;2450;1;MOTOR;1;577665;Sim;20/08/2024;1;TEMPERATURA
21/08/2024;19:48:49;Noite;2357;MBB - OF 1724 E5;2040;2;ELêTRICA;0;577669;N∆o;Nenhuma;0;PERIFêRICOS ELêTRICOS
22/08/2024;04:24:47;Manh∆;2012;MBB - OF 1721 E5;2478;1;MOTOR;1;577766;N∆o;Nenhuma;0;VAZ. DE µGUA
22/08/2024;05:04:31;Manh∆;2488;K-310;2480;1;MEC∂NICA;0;577769;Sim;20/08/2024;2;DESLIGANDO
22/08/2024;06:01:03;Manh∆;2451;K-310;2480;5;MOTOR;0;577771;N∆o;Nenhuma;0;VAZ. DE µGUA
22/08/2024;06:10:15;Manh∆;2403;K-310;2480;1;AR CONDICIONADO;0;577772;Sim;20/08/2024;2;AR CONDICIONADO
22/08/2024;06:10:20;Manh∆;2008;MBB - OF 1721 E5;2492;1;LANTERNAGEM;1;577773;Sim;19/08/2024;3;PORTA
22/08/2024;06:12:11;Manh∆;2439;K-310;2480;1;MOTOR;1;577774;Sim;08/08/2024;14;TEMPERATURA
22/08/2024;06:13:23;Manh∆;2945;MBB - OF 1721 L E5;2441;1;LANTERNAGEM;0;577830;N∆o;Nenhuma;0;PORTA
22/08/2024;06:21:10;Manh∆;2488;K-310;2480;2;ELêTRICA;0;577790;N∆o;Nenhuma;0;PERIFêRICOS ELêTRICOS
22/08/2024;06:21:14;Manh∆;2476;K-310;2450;1;LANTERNAGEM;0;577796;N∆o;Nenhuma;0;PORTA
22/08/2024;06:27:23;Manh∆;2484;K-310;2480;2;MEC∂NICA;0;577797;Sim;16/08/2024;6;SUSPENS«O
22/08/2024;06:36:00;Manh∆;2812;MBB - OF 1721 E5;2466;2;LANTERNAGEM;0;577798;Sim;05/08/2024;17;AVARIA
22/08/2024;06:39:34;Manh∆;2409;MBB - OF 1726 L E6;2043;2;PRODATA;0;577807;N∆o;Nenhuma;0;PRODATA
22/08/2024;06:52:03;Manh∆;2457;K-310;2450;2;MEC∂NICA;0;577800;Sim;21/08/2024;1;ARTICULAÄ«O
22/08/2024;06:58:32;Manh∆;2502;K-310;2480;2;AR CONDICIONADO;0;577801;N∆o;Nenhuma;0;AR CONDICIONADO
22/08/2024;07:15:10;Manh∆;2008;MBB - OF 1721 E5;2492;1;LANTERNAGEM;0;577808;Sim;19/08/2024;3;PORTA
22/08/2024;07:16:38;Manh∆;2487;K-310;2450;1;MEC∂NICA;0;577810;N∆o;Nenhuma;0;FREIO
22/08/2024;07:18:45;Manh∆;2442;K-310;2480;1;MEC∂NICA;1;577812;Sim;21/08/2024;1;ACELERAÄ«O
22/08/2024;07:21:16;Manh∆;2457;K-310;2450;1;MEC∂NICA;0;577816;Sim;21/08/2024;1;ARTICULAÄ«O
22/08/2024;07:21:58;Manh∆;2368;#N/D;2501;2;MEC∂NICA;0;577828;N∆o;Nenhuma;0;BORRACHARIA
22/08/2024;07:24:27;Manh∆;2486;K-310;2450;1;MOTOR;1;577814;Sim;21/08/2024;1;TEMPERATURA
22/08/2024;07:27:20;Manh∆;2925;MBB - OF 1721 E5;2467;5;MEC∂NICA;0;577818;Sim;14/08/2024;8;FREIO
22/08/2024;07:30:11;Manh∆;2328;O500R/1830;2437;2;MEC∂NICA;1;577795;N∆o;Nenhuma;0;BORRACHARIA
22/08/2024;07:35:58;Manh∆;2011;MBB - OF 1721 E5;2466;1;LANTERNAGEM;0;577821;N∆o;Nenhuma;0;PORTA
22/08/2024;07:38:49;Manh∆;2479;K-310;2480;1;ELêTRICA;0;577819;N∆o;Nenhuma;0;POTENCIA
22/08/2024;07:48:52;Manh∆;2044;MBB - OF 1721 E5;2402;5;ELêTRICA;0;577817;N∆o;Nenhuma;0;PERIFêRICOS ELêTRICOS
22/08/2024;07:51:50;Manh∆;2322;O500R/1830;2441;5;ELêTRICA;1;577815;N∆o;Nenhuma;0;PARTIDA
22/08/2024;08:08:07;Manh∆;2487;K-310;2480;1;MEC∂NICA;1;577813;N∆o;Nenhuma;0;FREIO
22/08/2024;08:12:24;Manh∆;2422;K-310;2450;5;MOTOR;1;577811;Sim;17/08/2024;5;TEMPERATURA
22/08/2024;08:28:54;Manh∆;2417;K-310;2480;1;MEC∂NICA;0;577809;Sim;09/08/2024;13;ARTICULAÄ«O
22/08/2024;08:38:07;Manh∆;2358;MBB - OF 1724 E5;2040;1;ELêTRICA;0;577806;Sim;09/08/2024;13;POTENCIA
22/08/2024;08:43:40;Manh∆;2030;MBB - OF 1519;2456;5;MEC∂NICA;0;577804;N∆o;Nenhuma;0;BORRACHARIA
22/08/2024;08:48:02;Manh∆;2928;MBB - OF 1721 E5;2459;1;MEC∂NICA;1;577802;N∆o;Nenhuma;0;BORRACHARIA
22/08/2024;09:23:06;Manh∆;2482;K-310;2450;1;MOTOR;0;577578;Sim;20/08/2024;2;TEMPERATURA
22/08/2024;09:51:36;Manh∆;2327;O500R/1830;2437;1;AR CONDICIONADO;0;577837;Sim;14/08/2024;8;AR CONDICIONADO
22/08/2024;10:28:58;Manh∆;2959;MBB - OF 1721 E5;2431;5;ELêTRICA;0;577840;Sim;20/08/2024;2;PARTIDA
22/08/2024;10:40:15;Manh∆;2477;K-310;2450;5;MEC∂NICA;0;577843;Sim;15/08/2024;7;SUSPENS«O
22/08/2024;10:47:06;Manh∆;2338;O500M/1928 E6;2490;5;LANTERNAGEM;0;577846;N∆o;Nenhuma;0;PORTA
22/08/2024;10:49:08;Manh∆;2427;K-310;2450;1;MEC∂NICA;0;577577;Sim;09/08/2024;13;ARTICULAÄ«O
22/08/2024;10:57:06;Manh∆;2342;O500M/1928 E6;2490;2;TELEMETRIA;0;577331;N∆o;Nenhuma;0;TELEMETRIA
22/08/2024;11:12:48;Manh∆;2479;K-310;2480;5;MOTOR;0;577845;Sim;21/08/2024;1;TEMPERATURA
22/08/2024;11:17:35;Manh∆;2025;MBB - OF 1519;2476;2;MEC∂NICA;1;577557;N∆o;Nenhuma;0;PNEUMµTICA
22/08/2024;12:01:01;Tarde;2476;K-310;2480;1;MEC∂NICA;0;577847;N∆o;Nenhuma;0;ARTICULAÄ«O
22/08/2024;12:48:14;Tarde;2432;K-310;2480;1;MEC∂NICA;0;577863;N∆o;Nenhuma;0;SUSPENS«O
22/08/2024;12:56:42;Tarde;2039;MBB - OF 1721 E5;2419;1;MEC∂NICA;0;577865;N∆o;Nenhuma;0;ACELERAÄ«O
22/08/2024;13:20:02;Tarde;2356;MBB - OF 1724 E5;2040;1;AR CONDICIONADO;0;577862;Sim;11/08/2024;11;AR CONDICIONADO
22/08/2024;13:21:21;Tarde;2935;MBB - OF 1721 L E5;2444;1;MEC∂NICA;0;577858;N∆o;Nenhuma;0;BORRACHARIA
22/08/2024;13:22:25;Tarde;2955;MBB - OF 1721 E5;2493;5;LANTERNAGEM;0;577860;N∆o;Nenhuma;0;PORTA
22/08/2024;14:17:18;Tarde;2446;K-310;2480;2;MEC∂NICA;1;577868;Sim;19/08/2024;3;SUSPENS«O
22/08/2024;14:29:21;Tarde;2822;MBB - OF 1721 E5;2417;1;MEC∂NICA;0;577871;N∆o;Nenhuma;0;HIDRµULICA
22/08/2024;14:31:05;Tarde;2977;MBB - OF 1721 E5;2416;2;PRODATA;1;577872;N∆o;Nenhuma;0;PRODATA
22/08/2024;14:45:27;Tarde;2945;MBB - OF 1721 L E5;2441;1;AR CONDICIONADO;0;577873;Sim;18/08/2024;4;AR CONDICIONADO
22/08/2024;14:50:06;Tarde;2477;K-310;2480;1;MOTOR;1;577977;Sim;21/08/2024;1;TEMPERATURA
22/08/2024;14:52:07;Tarde;2422;K-310;2480;5;MOTOR;0;577980;Sim;17/08/2024;5;TEMPERATURA
22/08/2024;15:01:08;Tarde;2488;K-310;2480;1;MOTOR;1;577981;Sim;19/08/2024;3;TEMPERATURA
22/08/2024;15:24:31;Tarde;2901;MBB - OF 1721 L E5;2473;2;MEC∂NICA;0;577982;Sim;21/08/2024;1;CAMBIO
22/08/2024;15:45:47;Tarde;2011;MBB - OF 1721 E5;2466;2;PRODATA;0;577986;N∆o;Nenhuma;0;PRODATA
22/08/2024;16:04:10;Tarde;2497;K-310;2480;1;MOTOR;0;577988;Sim;21/08/2024;1;VAZ. DE µGUA
22/08/2024;16:12:53;Tarde;2034;MBB - OF 1721 E5;2466;1;ELêTRICA;0;577991;Sim;19/08/2024;3;PARTIDA
22/08/2024;16:13:45;Tarde;2475;MBB - OF 1726 L E6;2920;2;LANTERNAGEM;0;577992;N∆o;Nenhuma;0;AVARIA
22/08/2024;16:29:59;Tarde;2486;K-310;2480;1;MOTOR;1;577817;Sim;21/08/2024;1;TEMPERATURA
22/08/2024;17:00:23;Tarde;2044;MBB - OF 1721 E5;2402;1;ELêTRICA;0;577994;N∆o;Nenhuma;0;PERIFêRICOS ELêTRICOS
22/08/2024;17:34:34;Tarde;2363;MBB - OF 1724 E5;2040;1;ELêTRICA;0;577998;N∆o;Nenhuma;0;POTENCIA
22/08/2024;18:08:29;Noite;2355;MBB - OF 1724 E5;2040;2;PRODATA;0;578006;Sim;07/08/2024;15;PRODATA
22/08/2024;18:38:57;Noite;2910;MBB - OF 1721 L E5;2040;1;ELêTRICA;1;578008;N∆o;Nenhuma;0;PARTIDA
22/08/2024;18:42:42;Noite;2102;#N/D;2503;5;ELêTRICA;1;578013;N∆o;Nenhuma;0;PARTIDA
22/08/2024;19:06:44;Noite;2427;K-310;2450;2;MEC∂NICA;1;578015;Sim;09/08/2024;13;ARTICULAÄ«O
23/08/2024;03:54:40;Manh∆;2008;MBB - OF 1721 E5;2492;5;LANTERNAGEM;0;578098;Sim;22/08/2024;1;PORTA
23/08/2024;04:40:32;Manh∆;2826;MBB - OF 1721 E5;2445;1;ELêTRICA;1;578099;Sim;17/08/2024;6;PARTIDA
23/08/2024;04:45:43;Manh∆;2487;K-310;2450;5;LANTERNAGEM;0;578100;Sim;20/08/2024;3;PORTA
23/08/2024;05:00:33;Manh∆;2006;MBB - OF 1721 E5;2493;2;PRODATA;0;578101;N∆o;Nenhuma;0;PRODATA
23/08/2024;05:09:40;Manh∆;2805;MBB - OF 1721 E5;2463;1;MEC∂NICA;0;578103;N∆o;Nenhuma;0;DESLIGANDO
23/08/2024;05:15:18;Manh∆;2917;MBB - OF 1721 E5;2930;1;MEC∂NICA;0;578105;N∆o;Nenhuma;0;ACELERAÄ«O
23/08/2024;05:28:57;Manh∆;2495;K-310;2480;5;MOTOR;1;578107;Sim;21/08/2024;2;TEMPERATURA
23/08/2024;05:30:33;Manh∆;2718;MBB - OF 1721 E5;2491;2;MEC∂NICA;0;578108;N∆o;Nenhuma;0;BORRACHARIA
23/08/2024;05:33:20;Manh∆;2023;MBB - OF 1519;2421;1;MEC∂NICA;0;578109;N∆o;Nenhuma;0;ACELERAÄ«O
23/08/2024;05:35:06;Manh∆;2438;K-310;2480;1;MOTOR;1;578110;Sim;19/08/2024;4;TEMPERATURA
23/08/2024;06:19:05;Manh∆;2901;MBB - OF 1721 L E5;2493;2;MEC∂NICA;1;578111;Sim;22/08/2024;1;CAMBIO
23/08/2024;06:30:20;Manh∆;2047;MBB - OF 1724 E5;2060;2;PRODATA;1;578112;Sim;20/08/2024;3;PRODATA
23/08/2024;06:34:29;Manh∆;2405;K-310;2450;5;MEC∂NICA;1;578113;Sim;19/08/2024;4;CAMBIO
23/08/2024;06:49:39;Manh∆;2482;K-310;2450;1;MOTOR;1;578117;Sim;22/08/2024;1;TEMPERATURA
23/08/2024;06:52:45;Manh∆;2307;O500R/1830;2437;1;ELêTRICA;1;578118;N∆o;Nenhuma;0;PERIFêRICOS ELêTRICOS
23/08/2024;07:01:03;Manh∆;2821;MBB - OF 1721 E5;2446;5;ELêTRICA;1;578138;N∆o;Nenhuma;0;PARTIDA
23/08/2024;07:12:28;Manh∆;2008;MBB - OF 1721 E5;2492;2;LANTERNAGEM;0;578143;Sim;22/08/2024;1;PORTA
23/08/2024;07:30:58;Manh∆;2403;K-310;2480;5;MEC∂NICA;1;577987;Sim;15/08/2024;8;ARTICULAÄ«O
23/08/2024;07:47:59;Manh∆;2422;K-310;2450;5;MOTOR;0;578162;Sim;22/08/2024;1;TEMPERATURA
23/08/2024;08:02:10;Manh∆;2968;MBB - OF 1721 E5;2423;1;MEC∂NICA;1;578135;N∆o;Nenhuma;0;PNEUMµTICA
23/08/2024;08:05:24;Manh∆;2480;K-310;2450;2;MEC∂NICA;0;578167;N∆o;Nenhuma;0;SUSPENS«O
23/08/2024;08:11:44;Manh∆;2486;K-310;2450;5;ELêTRICA;0;578175;N∆o;Nenhuma;0;PARTIDA
23/08/2024;08:32:05;Manh∆;2454;K-310;2450;1;ELêTRICA;0;578176;N∆o;Nenhuma;0;PERIFêRICOS ELêTRICOS
23/08/2024;08:33:11;Manh∆;2404;K-310;2450;5;MOTOR;0;578177;Sim;09/08/2024;14;TEMPERATURA
23/08/2024;08:33:45;Manh∆;2955;MBB - OF 1721 E5;2423;1;MEC∂NICA;0;578155;N∆o;Nenhuma;0;CAMBIO
23/08/2024;08:54:57;Manh∆;2427;K-310;2480;5;ELêTRICA;1;578169;Sim;15/08/2024;8;PARTIDA
23/08/2024;09:04:55;Manh∆;2808;MBB - OF 1721 E5;2492;1;MEC∂NICA;0;578182;N∆o;Nenhuma;0;CAMBIO
23/08/2024;09:05:54;Manh∆;2486;K-310;2480;1;MOTOR;0;578149;Sim;22/08/2024;1;TEMPERATURA
23/08/2024;09:07:47;Manh∆;2953;MBB - OF 1721 E5;2446;1;ELêTRICA;0;578158;Sim;07/08/2024;16;POTENCIA
